,Word,PN
5632,骨髄移植,0.0
5633,骨惜しみ,-0.5930270000000001
5634,骨折,-0.592176
5635,骨粗鬆症,-0.3
5636,骨董,0.36549
5637,骨肉の争い,-0.3
5638,今,0.0
5639,今昔の感,0.0
5640,今年,0.0
5641,困却,-0.990572
5642,困窮,-0.220882
5643,困苦,-0.991515
5644,困難,-0.995562
5645,困難さ,-0.3
5646,困難性,-0.3
5647,困惑,-0.972971
5648,困憊,-0.977831
5649,婚約,0.467035
5650,恨,-0.3
5651,恨み,-0.99922
5652,恨みっこ,-0.978797
5653,恨みつらみ,-0.997547
5654,恨めしさ,-0.3
5655,恨事,-0.557673
5656,懇意,0.992524
5657,懇願,-0.421552
5658,懇志,0.48257
5659,懇情,0.988782
5660,懇親,0.166273
5661,昏倒,-0.539026
5662,昆虫,0.0
5663,昆虫類,0.0
5664,根なし,-0.3
5665,根気,0.968794
5666,根拠,0.8013520000000001
5667,根強さ,0.3
5668,根性,0.915699
5669,根腐れ,-0.3
5670,根本原因,-0.3
5671,混じり,0.3
5672,混じり気,-0.3
5673,混雑,-0.991949
5674,混色,0.0
5675,混信,-0.38462
5676,混戦,-0.155584
5677,混濁,-0.802026
5678,混同,0.0
5679,混沌,-0.0726053
5680,混入,-0.668663
5681,混乱,-0.727341
5682,痕跡,0.0
5683,魂,0.941042
5684,魂胆,0.0
5685,魂魄,0.0
5686,些事,-0.3
5687,左うちわ,0.3
5688,左四つ,0.0
5689,左打ち,0.0
5690,左投げ,0.0
5691,左利き,-0.114994
5692,差,-0.781612
5693,差し押さえ,0.0
5694,差し込み,-0.3
5695,差し支え,-0.3
5696,差し手,0.0
5697,差し障り,-0.3
5698,差し替え,0.0
5699,差し入れ,0.0
5700,差し戻し,-0.3
5701,差異,0.0
5702,差違,0.0
5703,差押,-0.3
5704,差押え,0.0
5705,差別,-0.989113
5706,差別意識,-0.3
5707,査証,0.0
5708,砂,0.0
5709,砂金,0.442313
5710,砂利,0.0
5711,砂埃,0.0
5712,詐欺,-0.547411
5713,鎖国,-0.204842
5714,坐骨神経痛,-0.3
5715,座礁,-0.409887
5716,座頭市,0.0
5717,挫折,-0.572509
5718,挫折感,-0.3
5719,債券,-0.368002
5720,債権,-0.336875
5721,債権回収,0.0
5722,債権放棄,-0.3
5723,債務,-0.463498
5724,債務超過,-0.3
5725,催し物,0.0
5726,再インストール,0.0
5727,再会,0.0
5728,再開,0.0
5729,再刊,0.0
5730,再起,0.939406
5731,再興,0.182066
5732,再建,0.0
5733,再検証,0.0
5734,再現,0.0
5735,再現性,0.3
5736,再交付,0.0
5737,再出発,0.0
5738,再生,0.36893
5739,再生能力,0.3
5740,再生不良性貧血,-0.3
5741,再戦,0.0
5742,再選,0.10443800000000003
5743,再提出,0.0
5744,再登場,0.0
5745,再燃,0.305079
5746,再発,-0.682144
5747,再発防止,0.0
5748,再発率,-0.3
5749,再犯,-0.413503
5750,再利用,0.0
5751,最愛,0.422836
5752,最悪,-0.994867
5753,最期,-0.3
5754,最強,0.96159
5755,最高,0.443009
5756,最高記録,0.3
5757,最高得点,0.3
5758,最終需要,0.0
5759,最終調整,0.0
5760,最小化,0.0
5761,最小限,-0.15754500000000002
5762,最新,0.0292205
5763,最新情報,0.0
5764,最盛,0.3
5765,最善,0.993208
5766,最大限,0.0964867
5767,最低,-0.989169
5768,最適,0.991663
5769,最適化,0.3
5770,最良,0.994401
5771,彩り,0.407106
5772,彩色,0.0
5773,才,0.983463
5774,才気,0.996294
5775,才子,0.972775
5776,才俊,0.3
5777,才女,0.973894
5778,才色兼備,0.3
5779,才人,0.991889
5780,才知,0.998771
5781,才能,0.998699
5782,才媛,0.982873
5783,才物,0.977296
5784,才力,0.3
5785,採血,0.0
5786,採光,0.0
5787,採用,0.14113499999999998
5788,採用数,0.3
5789,採用枠,0.3
5790,歳月,0.0
5791,済度,0.949832
5792,災,-0.996007
5793,災い,-0.3
5794,災禍,-0.99561
5795,災害,-0.75321
5796,災難,-0.998735
5797,災厄,-0.772783
5798,祭神,0.0
5799,祭日,0.184191
5800,細やか,0.3
5801,細菌,-0.8430690000000001
5802,細菌感染,-0.3
5803,細菌類,0.0
5804,細工,0.0
5805,細事,-0.047053500000000005
5806,細身,0.194474
5807,菜食,0.0
5808,裁可,0.0
5809,裁許,0.0
5810,裁定,0.0
5811,際限,0.0
5812,在庫,0.0
5813,在庫切れ,-0.3
5814,在宅医療,0.3
5815,在日,0.0
5816,罪,-0.999111
5817,罪悪,-0.993932
5818,罪悪感,-0.3
5819,罪科,-0.99071
5820,罪過,-0.992999
5821,罪業,-0.182431
5822,罪障,-0.96892
5823,罪状,-0.475875
5824,罪深さ,-0.3
5825,財源,0.576732
5826,財産刑,-0.472233
5827,財産権,0.0
5828,財政,0.0
5829,財政危機,-0.3
5830,財政再建,0.3
5831,財政支援,0.3
5832,財政赤字,-0.3
5833,財政措置,0.3
5834,財政難,-0.3
5835,財政力,0.3
5836,財宝,0.124728
5837,財務,0.0
5838,財務状況,0.0
5839,財務体質,0.0
5840,財務内容,0.0
5841,財力,0.210299
5842,冴え,0.47344
5843,阪神ファン,0.0
5844,阪神淡路大震災,-0.3
5845,作り,0.3
5846,作り事,-0.440005
5847,作り笑い,-0.134225
5848,作り声,-0.432455
5849,作り話,-0.160067
5850,作意,0.0
5851,作為,-0.4679180000000001
5852,作家,0.0
5853,作況,0.0
5854,作業効率,0.3
5855,作業時間,0.0
5856,作曲家,0.0
5857,作成,0.0
5858,作製,0.0
5859,作風,0.0
5860,作柄,0.0
5861,作用,0.0
5862,削除,0.0
5863,削除依頼,0.0
5864,搾取,-0.400293
5865,昨報,0.0
5866,錯誤,-0.651317
5867,桜花,0.0
5868,桜色,0.0
5869,刷新,0.0
5870,擦り傷,-0.3
5871,擦過傷,-0.989867
5872,殺し,-0.3
5873,殺意,-0.18842
5874,殺害,-0.988039
5875,殺気,-0.989429
5876,殺菌,0.455132
5877,殺人,-0.991283
5878,殺人鬼,-0.3
5879,殺人罪,-0.3
5880,殺人事件,-0.3
5881,殺人未遂,-0.3
5882,殺人容疑,-0.3
5883,殺生,-0.994918
5884,殺風景,-0.307666
5885,殺戮,-0.109571
5886,雑音,-0.515889
5887,雑貨,0.0
5888,雑菌,-0.181471
5889,雑言,-0.993983
5890,雑事,-0.417123
5891,雑草,0.0
5892,雑踏,0.0
5893,雑念,-0.61451
5894,雑費,0.0
5895,雑報,-0.472783
5896,雑務,-0.431918
5897,雑役,-0.541604
5898,雑用,-0.604225
5899,錆,-0.99553
5900,三すくみ,-0.3
5901,三ヶ月,0.0
5902,三悪道,-0.9914
5903,三景,0.3
5904,三顧の礼,0.0
5905,三国一,0.985226
5906,三時間,0.0
5907,三週間,0.0
5908,三十分,0.0
5909,三重殺,0.0
5910,三振,-0.263574
5911,三嘆,0.985973
5912,三段,0.0
5913,三哲,0.3
5914,三日,0.0
5915,三拍子,0.0
5916,三部作,0.0
5917,三枚目,0.0
5918,三流,-0.657528
5919,参加,0.0
5920,参加希望,0.0
5921,参加協力,0.0
5922,参加者,0.3
5923,参会,0.146538
5924,参詣,0.0
5925,参考,0.0
5926,参入,0.0
5927,参列,0.0
5928,山の幸,0.0
5929,山の神,0.0
5930,山王,0.0
5931,山火事,-0.3
5932,山気,-0.715698
5933,山紫水明,0.210137
5934,山賊,-0.625548
5935,山地,0.0
5936,山霊,0.0
5937,惨め,-0.3
5938,惨禍,-0.852339
5939,惨害,-0.572523
5940,惨苦,-0.99432
5941,惨劇,-0.991877
5942,惨事,-0.996037
5943,惨状,-0.3
5944,惨敗,-0.992597
5945,惨落,-0.990167
5946,散逸,-0.456143
5947,散財,-0.25861100000000004
5948,散策,0.0870539
5949,散散,-0.997384
5950,散髪,0.0
5951,散歩,0.4052
5952,散漫,-0.248718
5953,散乱,-0.324273
5954,産すな神,0.0
5955,産みの苦しみ,-0.3
5956,産休,0.0
5957,産業,0.537324
5958,産業廃棄物,-0.3
5959,産土神,0.0
5960,産婦人科,0.0
5961,産霊の神,0.0
5962,蚕,0.0
5963,賛意,0.974686
5964,賛仰,0.3
5965,賛辞,0.995343
5966,賛助,0.980867
5967,賛成,0.0
5968,賛成反対,0.0
5969,賛嘆,0.992221
5970,賛同,0.981144
5971,賛同者,0.0
5972,賛否,0.0
5973,賛否両論,0.0
5974,賛美,0.991998
5975,酸,-0.8122590000000001
5976,酸化反応,0.0
5977,酸欠,-0.25300700000000004
5978,酸欠状態,-0.3
5979,酸性雨,-0.988469
5980,酸素不足,-0.3
5981,酸味,0.0
5982,斬撃,-0.3
5983,斬新さ,0.3
5984,暫定,0.0
5985,暫定政権,0.0
5986,残虐,-0.993765
5987,残虐行為,-0.3
5988,残業,-0.234001
5989,残酷,-0.996587
5990,残酷さ,-0.3
5991,残暑,-0.207801
5992,残暑見舞い,0.3
5993,残像,0.0
5994,残敵,-0.6754
5995,残党,-0.5732649999999999
5996,残念,-0.995963
5997,残塁,0.0
5998,仕合わせ,0.3
5999,仕込み,0.0
6000,仕事,0.0
6001,仕事上,0.0
6002,仕事内容,0.0
6003,仕上がり,0.0
6004,仕上げ,0.0
6005,仕打ち,-0.748347
6006,仕置き,-0.3
6007,仕入れ,0.0
6008,仕返し,-0.991681
6009,仕立て上がり,0.0
6010,使いすぎ,-0.3
6011,使い回し,0.0
6012,使い捨て,0.0
6013,使い手,0.0
6014,使い勝手,0.23432
6015,使途,0.0
6016,使役,-0.35927800000000004
6017,使用回数,0.0
6018,使用感,-0.3
6019,使用者責任,0.0
6020,使用人,0.0
6021,使用制限,-0.3
6022,使用頻度,0.3
6023,使用率,0.0
6024,使用料,-0.3
6025,使用量,0.3
6026,刺客,-0.5184310000000001
6027,刺激,0.0
6028,刺殺,0.0
6029,刺傷,-0.3
6030,司法,0.0
6031,史実,0.242631
6032,史跡,0.0
6033,四つ,0.0
6034,四恩,0.0904833
6035,四季,0.0
6036,四季折々,0.3
6037,四季報,0.0
6038,四球,0.0
6039,四苦八苦,-0.430938
6040,四死球,0.0
6041,四時間,0.0
6042,四神,0.0
6043,四聖,0.0724755
6044,四年,0.0
6045,士気,0.00192171
6046,始まり,0.756598
6047,始末,-0.559566
6048,始末書,-0.990811
6049,姉弟,0.0
6050,姿,0.0
6051,子ども達,0.0
6052,子育て支援,0.3
6053,子宮筋腫,-0.3
6054,子宮内膜症,-0.3
6055,子供っぽさ,-0.3
6056,子供らしさ,0.3
6057,子供心,0.0
6058,子犬,0.0
6059,子守歌,0.3
6060,子種,0.399807
6061,子孫繁栄,0.3
6062,子役,0.0
6063,屍,-0.991784
6064,市街戦,-0.3
6065,市況,0.0
6066,市場シェア,0.3
6067,市場価格,0.0
6068,市場心理,0.0
6069,市場調査,0.0
6070,市内通話料金,0.0
6071,市民活動,0.0
6072,市民参加,0.0
6073,師恩,0.023985
6074,師匠,0.3
6075,志,0.00481789
6076,志なかば,-0.3
6077,志気,0.97641
6078,志向,0.0
6079,志操,0.010649
6080,思いやり,0.3
6081,思い違い,-0.399399
6082,思い過ごし,-0.3
6083,思い込み,-0.3
6084,思い出,0.432448
6085,思い出し笑い,0.0
6086,思い切り,0.482655
6087,思い当たり,0.0
6088,思い入れ,0.0
6089,思い付き,0.0
6090,思う存分,0.0
6091,思う様,0.0
6092,思案,0.0
6093,思案投げ首,-0.989864
6094,思考能力,0.3
6095,思考力,0.3
6096,思索,0.0
6097,思想,0.0
6098,思念,0.0
6099,思惑,0.0
6100,指しゃぶり,-0.3
6101,指針,0.503473
6102,指摘,-0.447796
6103,指導,0.0
6104,指導案,0.0
6105,指導員,0.0
6106,指導者,0.3
6107,指導力,0.3
6108,指南,0.0
6109,指紋,0.0
6110,支え,0.609297
6111,支援,0.989732
6112,支援措置,0.0
6113,支援体制,0.3
6114,支給,0.246999
6115,支持,0.06691180000000001
6116,支出,-0.528466
6117,支所,0.0
6118,支障,-0.3
6119,支点,0.0
6120,支配,-0.724739
6121,支配権,0.3
6122,支配力,0.3
6123,支払い,0.0
6124,支払義務,0.0
6125,支離滅裂,-0.424962
6126,施策,0.0
6127,施術,0.0
6128,施設内,0.0
6129,旨,0.0
6130,旨さ,0.3
6131,旨み,0.3
6132,旨味,0.3
6133,枝毛,-0.233243
6134,枝葉,0.0
6135,枝葉末節,-0.3
6136,止めど,0.0
6137,止血,0.0
6138,死,-0.998923
6139,死に場所,-0.3
6140,死に神,-0.3
6141,死に体,-0.3
6142,死骸,-0.415131
6143,死角,-0.259892
6144,死期,-0.984555
6145,死球,-0.3
6146,死去,-0.989261
6147,死刑,-0.550513
6148,死刑判決,-0.3
6149,死語,-0.12951
6150,死罪,-0.452028
6151,死産,-0.981498
6152,死者,-0.3
6153,死出の旅,-0.990443
6154,死傷者,-0.3
6155,死神,0.0
6156,死人,-0.994672
6157,死線,-0.982569
6158,死相,-0.243261
6159,死体,-0.996217
6160,死地,-0.992796
6161,死闘,-0.3
6162,死肉,0.0
6163,死病,-0.970352
6164,死亡,-0.765674
6165,死亡者,-0.3
6166,死没,-0.977139
6167,死魔,-0.781105
6168,死滅,-0.442251
6169,死力,0.0
6170,死霊,-0.989816
6171,氏神,0.0
6172,氏名等,0.0
6173,獅子舞,0.0
6174,獅子奮迅,0.977203
6175,私怨,-0.578944
6176,私曲,-0.23962
6177,私権,0.0
6178,私見,0.0
6179,私恨,-0.3
6180,私傷,-0.3
6181,私情,-0.345768
6182,私信,0.0
6183,私徳,0.3
6184,糸目,0.0
6185,紙詰まり,-0.3
6186,紫班病,-0.3
6187,脂肪,-0.802311
6188,脂肪肝,-0.3
6189,至り,0.0
6190,至れり尽くせり,0.3
6191,至極,0.3
6192,至芸,0.201959
6193,至上,0.346979
6194,至情,0.116447
6195,至難の業,-0.3
6196,至福,0.744049
6197,至妙,0.99596
6198,視覚,0.0
6199,視覚障害,-0.3
6200,視覚障害者,0.0
6201,視線,-0.510066
6202,視聴覚,0.0
6203,視聴者,0.0
6204,視野,0.382922
6205,視野狭窄,-0.3
6206,視力,0.480674
6207,視力障害,-0.3
6208,視力低下,-0.3
6209,詩境,0.0
6210,詩興,0.06299199999999999
6211,詩情,0.0060847
6212,詩神,0.0
6213,詩人,0.0
6214,試飲,0.0
6215,試技,0.0
6216,試供,0.0
6217,試験,-0.472446
6218,試乗,0.0
6219,試食,0.0
6220,試問,0.0
6221,試練,0.0
6222,資格,0.0
6223,資格取得,0.0
6224,資金,0.588642
6225,資金援助,0.3
6226,資金繰り,-0.3
6227,資金需要,0.3
6228,資金難,-0.3
6229,資金不足,-0.3
6230,資金面,0.0
6231,資源,0.20756
6232,資産,0.502722
6233,資産デフレ,0.0
6234,資質,0.16861900000000002
6235,資本,0.727414
6236,資本力,0.3
6237,資力,0.171561
6238,雌伏,-0.06018340000000001
6239,歯がゆさ,-0.3
6240,歯ぎしり,-0.3
6241,歯ごたえ,0.3
6242,歯垢,-0.4457890000000001
6243,歯周病,-0.3
6244,歯石,-0.344568
6245,歯槽膿漏,-0.990761
6246,歯痛,-0.497305
6247,歯肉炎,-0.3
6248,歯並び,0.0
6249,歯磨き粉,0.0
6250,事,0.0
6251,事案,0.0
6252,事業化,0.0
6253,事業活動,0.0
6254,事業実施,0.0
6255,事業推進,0.0
6256,事業展開,0.0
6257,事件,-0.8599600000000001
6258,事件事故,-0.3
6259,事故,-0.997053
6260,事故死,-0.3
6261,事故等,-0.3
6262,事故発生,-0.3
6263,事故防止,0.0
6264,事後,0.0
6265,事後承諾,-0.07113739999999999
6266,事後報告,0.0
6267,事細か,0.3
6268,事実,0.822378
6269,事実誤認,-0.3
6270,事実無根,-0.139798
6271,事態,-0.590699
6272,事犯,-0.596548
6273,事変,-0.426216
6274,事由,0.0
6275,似たようなの,0.0
6276,似非,-0.671271
6277,児童ポルノ,-0.3
6278,児童委員,0.0
6279,児童虐待,-0.3
6280,児童買春,-0.3
6281,字状,0.0
6282,慈しみ,0.3
6283,慈愛,0.67473
6284,慈悲,0.985629
6285,慈悲深さ,0.3
6286,持ち金,0.3
6287,持ち合い,0.0
6288,持ち出し,0.0
6289,持ち逃げ,-0.3
6290,持ち味,0.3
6291,持久力,0.3
6292,持続,0.269574
6293,持続性,0.3
6294,持病,-0.997207
6295,時運,0.0
6296,時価,0.0
6297,時間,0.0
6298,時間不足,-0.3
6299,時限爆弾,-0.3
6300,時効,-0.0332415
6301,時差,-0.319368
6302,時差ぼけ,-0.3
6303,時差ボケ,-0.3
6304,時事ネタ,0.3
6305,時代考証,0.0
6306,時代錯誤,-0.321606
6307,時代性,0.0
6308,時代遅れ,-0.598194
6309,次作,0.0
6310,次善,0.976842
6311,次男,-0.468829
6312,滋味,0.0
6313,治安,0.280993
6314,治外法権,0.0
6315,治癒,0.919621
6316,治療,0.0
6317,治療効果,0.3
6318,治療方針,0.0
6319,痔,-0.992114
6320,痔核,-0.995636
6321,痔瘻,-0.994823
6322,磁器,0.0
6323,磁気,0.0
6324,磁性,0.0
6325,磁束,0.0
6326,磁力,0.0
6327,示唆,0.0
6328,耳下腺炎,-0.630965
6329,耳障り,-0.431278
6330,耳鳴り,-0.988892
6331,自愛,0.0
6332,自意識,0.225695
6333,自衛,0.0
6334,自衛隊派兵,0.0
6335,自演,0.0
6336,自家中毒,-0.270976
6337,自家撞着,0.429086
6338,自我,0.4441270000000001
6339,自覚,0.00838344
6340,自覚症状,0.3
6341,自棄,-0.824023
6342,自虐,-0.16716
6343,自虐史観,-0.3
6344,自給,0.0
6345,自彊,0.157137
6346,自業自得,-0.331664
6347,自己管理,0.0
6348,自己管理能力,0.3
6349,自己犠牲,-0.3
6350,自己教育力,0.3
6351,自己決定権,0.3
6352,自己決定能力,0.3
6353,自己嫌悪,-0.5578
6354,自己治癒力,0.3
6355,自己実現,0.0
6356,自己中心性,0.0
6357,自己表現,0.0
6358,自己表現力,0.3
6359,自己矛盾,-0.3
6360,自己免疫疾患,-0.3
6361,自国語,0.0
6362,自在,0.422461
6363,自作自演,-0.3
6364,自殺,-0.594225
6365,自殺者,-0.3
6366,自殺点,-0.3
6367,自治,0.0
6368,自治権,0.3
6369,自治政府,0.0
6370,自室,0.3
6371,自主,0.219423
6372,自主回収,-0.3
6373,自主財源,0.3
6374,自主自立,0.0
6375,自主性,0.3
6376,自主性自律性,0.3
6377,自重,0.30796100000000004
6378,自粛,-0.304229
6379,自照,0.0
6380,自信,0.4603930000000001
6381,自制,0.0
6382,自然,0.0
6383,自然さ,0.0
6384,自然光,0.3
6385,自然災害,-0.3
6386,自然治癒力,0.3
6387,自然食,0.3
6388,自然選択,0.0
6389,自然体,0.3
6390,自然淘汰,0.0276353
6391,自然破壊,-0.3
6392,自然保護,0.0
6393,自然林,0.0
6394,自尊,0.0
6395,自尊心,0.3
6396,自損,-0.3
6397,自堕落,-0.992827
6398,自動車事故,-0.3
6399,自動車保険,0.0
6400,自任,0.0
6401,自認,0.0
6402,自白,0.0
6403,自爆,-0.274147
6404,自爆テロ,-0.3
6405,自爆攻撃,-0.3
6406,自発性,0.3
6407,自負,0.0
6408,自負心,0.3
6409,自腹,0.0
6410,自分,0.0
6411,自分らしさ,0.3
6412,自分勝手,-0.3
6413,自閉症,-0.487578
6414,自暴自棄,-0.429328
6415,自慢,0.0
6416,自民党政権,0.0
6417,自明,0.147742
6418,自由,0.86135
6419,自由競争,0.0
6420,自由刑,-0.33060100000000003
6421,自由研究,0.0
6422,自由自在,0.417121
6423,自由度,0.186866
6424,自律,0.0
6425,自律神経失調症,-0.3
6426,自律性,0.3
6427,自立,0.435578
6428,自立心,0.3
6429,自立性,0.3
6430,自力,0.0
6431,自恃,0.0
6432,辞意,-0.349405
6433,辞職,0.0
6434,辞退,0.0
6435,辞任,0.0
6436,識字力,0.3
6437,識別力,0.3
6438,雫,0.0
6439,七難,-0.6117090000000001
6440,七難八苦,-0.3
6441,七日,0.0
6442,七年,0.0
6443,七面倒,-0.3
6444,叱正,0.0
6445,叱声,-0.3
6446,叱責,-0.7406510000000001
6447,叱咤,-0.533949
6448,執行,0.0
6449,執行停止,0.0
6450,執心,-0.025303400000000004
6451,執着,-0.575308
6452,執刀,0.0
6453,執念,-0.990679
6454,執筆,0.0
6455,執拗,-0.3
6456,失意,-0.202999
6457,失格,-0.12109
6458,失脚,-0.260763
6459,失業,-0.34982
6460,失業給付,0.3
6461,失業者,-0.3
6462,失敬,-0.659999
6463,失血,-0.22043
6464,失言,-0.167995
6465,失語症,-0.3
6466,失効,-0.469197
6467,失策,-0.99194
6468,失笑,-0.170681
6469,失心,-0.3
6470,失神,-0.982529
6471,失神・失心,-0.3
6472,失政,-0.988995
6473,失速,-0.338295
6474,失態,-0.992517
6475,失着,-0.3
6476,失調,-0.0325149
6477,失点,-0.786525
6478,失投,-0.3
6479,失当,-0.7487659999999999
6480,失敗,-0.997949
6481,失望,-0.657956
6482,失望感,-0.3
6483,失明,-0.4405060000000001
6484,失礼,-0.628301
6485,失恋,-0.0504911
6486,嫉視,-0.503653
6487,嫉妬,-0.703939
6488,湿り気,0.0
6489,湿気,0.0
6490,湿疹,-0.5126109999999999
6491,湿性,0.0
6492,疾患,-0.997393
6493,疾走感,0.3
6494,疾病,-0.99314
6495,疾風,0.430249
6496,質,0.8886790000000001
6497,質屋,0.0
6498,質感,0.177669
6499,質疑,0.0
6500,質実,0.0316623
6501,質素,0.0
6502,質的向上,0.3
6503,質朴,0.116989
6504,質問,0.0
6505,質問攻め,-0.3
6506,実,0.965333
6507,実のところ,0.0
6508,実り,0.988107
6509,実意,0.0
6510,実益,0.209413
6511,実演,0.0
6512,実害,-0.176126
6513,実感,0.0
6514,実刑,-0.28838
6515,実験室,0.0
6516,実現,0.411937
6517,実効,0.07672280000000001
6518,実効性,0.3
6519,実行,0.0
6520,実行速度,0.3
6521,実行力,0.3
6522,実際,0.0
6523,実質,0.0
6524,実習,0.0
6525,実証,0.0
6526,実績,0.07755930000000001
6527,実践,0.0
6528,実践力,0.3
6529,実損,-0.3
6530,実体験,0.0
6531,実態,0.0
6532,実地,0.0
6533,実費,0.0
6534,実務能力,0.3
6535,実名,0.0
6536,実用,0.0
6537,実用性,0.3
6538,実利,0.191853
6539,実力,0.028898000000000007
6540,実力差,0.0
6541,実力者,0.3
6542,実力主義,0.3
6543,実力派,0.3
6544,実例,0.465893
6545,実話,0.146346
6546,縞模様,0.0
6547,写真家,0.0
6548,捨て鉢,-0.3
6549,煮汁,0.3
6550,社運,0.0
6551,社会参加,0.0
6552,社会性,0.0614163
6553,社会正義,0.3
6554,社会生活,0.0
6555,社会的合意,0.3
6556,社会的弱者,-0.3
6557,社会的地位,0.3
6558,社会的評価,0.3
6559,社会不安,-0.3
6560,社会復帰,0.0
6561,社会福祉,0.0
6562,社交,0.0
6563,社交性,0.0
6564,謝意,0.135761
6565,謝恩,0.0291051
6566,謝礼,0.5393359999999999
6567,車室内,0.0
6568,車上荒らし,-0.3
6569,車酔い,-0.3
6570,遮断,-0.371254
6571,蛇,0.0
6572,蛇行,-0.547217
6573,邪,-0.9905
6574,邪悪,-0.998351
6575,邪気,-0.994401
6576,邪鬼,-0.3
6577,邪曲,-0.991576
6578,邪見,-0.33505300000000005
6579,邪神,0.0
6580,邪推,-0.995469
6581,邪知,-0.996936
6582,邪念,-0.0328468
6583,邪魔,-0.777628
6584,邪魔者,-0.3
6585,邪魔物,-0.3
6586,邪魔物・邪魔者,-0.3
6587,邪魔立て,-0.3
6588,邪欲,-0.278652
6589,邪恋,-0.457009
6590,借り,-0.991402
6591,借りてきた猫のよう,0.0
6592,借金,-0.611334
6593,借金返済,0.0
6594,借財,-0.392627
6595,釈迦,0.364487
6596,釈然,0.0
6597,若々しさ,0.3
6598,若さ,0.3
6599,若気の過ち,-0.3
6600,若気の至り,-0.3
6601,若者,0.986356
6602,若返り,0.3
6603,若葉マーク,-0.3
6604,寂,-0.645784
6605,寂しさ,-0.3
6606,寂声,-0.08871430000000001
6607,寂滅,-0.177278
6608,寂寥,-0.99252
6609,寂寥感,-0.3
6610,弱,-0.181991
6611,弱さ,-0.3
6612,弱み,-0.71911
6613,弱音,-0.113652
6614,弱化,-0.983774
6615,弱気,-0.569476
6616,弱腰,-0.510748
6617,弱者,-0.993153
6618,弱小,-0.952491
6619,弱体,-0.973282
6620,弱敵,-0.971636
6621,弱点,-0.700207
6622,弱肉強食,0.0
6623,主,0.0
6624,主イエス,0.0
6625,主恩,0.0880543
6626,主我,0.0
6627,主観,0.0
6628,主観性,0.0
6629,主義主張,0.0
6630,主計,0.0
6631,主罪,-0.3
6632,主従,-0.293011
6633,主従関係,0.3
6634,主神,0.111857
6635,主人公,0.0
6636,主税,0.0
6637,主線,0.0
6638,主体性,0.0
6639,主題歌,0.3
6640,主張,0.0
6641,主調,0.0
6642,主導権争い,-0.3
6643,主役,0.0
6644,取りこぼし,-0.3
6645,取り越し苦労,-0.3
6646,取り下げ,0.0
6647,取り壊し,0.0
6648,取り合い,0.0
6649,取り消し,-0.3
6650,取り繕い,0.0
6651,取り組み,0.0
6652,取り調べ,0.0
6653,取り柄,0.3
6654,取り返し,0.0
6655,取り留め,0.0
6656,取引,-0.802924
6657,取引価格,0.0
6658,取消,-0.665773
6659,取締役,0.444472
6660,取得,0.0
6661,守り神,0.0
6662,守り本尊,0.0
6663,守株,0.0
6664,守旧,0.0
6665,守護,0.0
6666,守護神,0.0
6667,守秘義務,0.0
6668,守備力,0.3
6669,手,0.0
6670,手がかり,0.3
6671,手ごたえ,0.3
6672,手だれ,0.3
6673,手の内,0.0
6674,手ほどき,0.0
6675,手まめ,0.0
6676,手ブレ,-0.3
6677,手違い,-0.681685
6678,手一杯,-0.332419
6679,手引き,0.0
6680,手下,0.0
6681,手加減,0.0
6682,手掛かり,0.3
6683,手間,-0.989423
6684,手詰まり,-0.3
6685,手筋,0.0
6686,手軽,0.3
6687,手軽さ,0.3
6688,手口,-0.323391
6689,手向かい,-0.3
6690,手込め,-0.715514
6691,手頃,0.988273
6692,手作り,0.0
6693,手仕事,0.0
6694,手持ち無沙汰,0.0
6695,手術,0.0
6696,手順,0.0
6697,手助け,0.202562
6698,手錠,-0.554774
6699,手数,-0.990877
6700,手数料,-0.470929
6701,手前勝手,-0.989522
6702,手造り,0.3
6703,手足,0.0
6704,手足口病,-0.3
6705,手短,0.0
6706,手段,0.8248709999999999
6707,手遅れ,-0.536338
6708,手伝い,0.0
6709,手渡し,0.0
6710,手刀,-0.40334
6711,手当て,0.0
6712,手動,0.0
6713,手抜かり,-0.5833079999999999
6714,手抜き,-0.987856
6715,手不足,-0.15249100000000002
6716,手柄,0.997308
6717,手癖,-0.321008
6718,手放し,0.0
6719,手落ち,-0.99641
6720,手利き,0.192851
6721,手練,0.677936
6722,手腕,0.4344020000000001
6723,朱色,0.0
6724,殊勝,0.3
6725,種まき,0.0
6726,種子,0.0
6727,種切れ,-0.577574
6728,種痘,0.0
6729,種類,0.0
6730,腫,-0.681761
6731,腫れ,-0.5205850000000001
6732,腫れ物,-0.3
6733,腫脹,-0.988597
6734,腫物,-0.660269
6735,腫瘍,-0.995831
6736,趣,0.645096
6737,趣き,0.3
6738,趣向,0.0927207
6739,趣味,0.0
6740,酒飲み,-0.055662800000000005
6741,酒気,-0.363899
6742,酒色,-0.992893
6743,酒神,0.0
6744,酒税,0.0
6745,酒癖,-0.38996
6746,酒乱,-0.519197
6747,首肯,0.0
6748,首吊り,-0.599234
6749,受け口,0.0
6750,受け入れ,0.0
6751,受け売り,0.0
6752,受給,0.969083
6753,受検技術,0.0
6754,受験競争,-0.3
6755,受験者数,0.0
6756,受験生,0.0
6757,受験戦争,-0.3
6758,受賞,0.0423629
6759,受診,0.0
6760,受諾,0.0
6761,受注,0.0
6762,受動喫煙,-0.3
6763,受難,-0.627659
6764,受領,0.357618
6765,呪,-0.993629
